REF_DATE;LOAN_ID;PARTNER_ID;COLL_ID;COLL_TYPE;PROCESSING;CURRENCY;REM_MTR;ORIG_MTR;END_DATE;PRODUCT;EXPOSURE;EAD;LGD;EL;RWA
30.6.2023;2188698077fjys63;tmgjb599jk4684;;UNS;OB;EUR;364;366;28.6.2024;Overdraft;167471.94;108011.65;0.4920952;57.46;23584.52
30.6.2023;2749464882jgmt56;fyvuy316fx7592;;UNS;CE;BGN;366;366;30.6.2024;Overdraft;13.24;13.24;0.4920952;0.01;2.75
30.6.2023;4949021372wscm99;fyvuy316fx7592;;UNS;OB;BGN;366;366;30.6.2024;Overdraft;0;0;0.4920952;0;0
30.6.2023;7904919937gcgu31;fyvuy316fx7592;;UNS;CE;BGN;366;366;30.6.2024;Overdraft;18.09;18.09;0.4920952;0.01;3.76
30.6.2023;5396989615ycri71;fyvuy316fx7592;;UNS;OB;BGN;366;366;30.6.2024;Overdraft;0;0;0.4920952;0;0
30.6.2023;6717748945duho99;fyvuy316fx7592;;UNS;CE;EUR;1416;2957;16.5.2027;Multipurpose Line;0;0;0.4920952;0;0
30.6.2023;5028496336iroc72;fyvuy316fx7592;;UNS;OB;EUR;1416;2957;16.5.2027;Multipurpose Line;339905.59;189633.34;0.4920952;91.98;84015.54
30.6.2023;8166936015fgde13;fyvuy316fx7592;;UNS;CE;EUR;608;2201;27.2.2025;Credit Cards;0;0;0.5399965;0;0
30.6.2023;9550885937ybuw25;fyvuy316fx7592;;UNS;OB;EUR;608;2201;27.2.2025;Credit Cards;2014.8;823.45;0.5399965;0.44;236.71
30.6.2023;6658104988bcna74;fyvuy316fx7592;;UNS;CE;EUR;608;2201;27.2.2025;Credit Cards;0;0;0.5399965;0;0
30.6.2023;8146418590mscm30;fyvuy316fx7592;;UNS;OB;EUR;608;2201;27.2.2025;Credit Cards;2014.8;823.45;0.5399965;0.44;236.71
30.6.2023;2526005288oamp50;fyvuy316fx7592;;UNS;CE;EUR;608;2201;27.2.2025;Credit Cards;0;0;0.5399965;0;0
30.6.2023;9595845972nyyu64;fyvuy316fx7592;;UNS;OB;EUR;608;2201;27.2.2025;Credit Cards;2014.8;823.45;0.5399965;0.44;236.71
30.6.2023;3771405516byzs64;fyvuy316fx7592;;UNS;CE;EUR;608;2201;27.2.2025;Credit Cards;0;0;0.5399965;0;0
30.6.2023;2578981118qspo81;fyvuy316fx7592;;UNS;OB;EUR;608;2201;27.2.2025;Credit Cards;2014.8;823.45;0.5399965;0.44;236.71
30.6.2023;7194294678zrud74;fyvuy316fx7592;;UNS;CE;EUR;608;2201;27.2.2025;Credit Cards;0;0;0.5399965;0;0
30.6.2023;2192907179sijt58;fyvuy316fx7592;;UNS;OB;EUR;608;2201;27.2.2025;Credit Cards;2014.8;823.45;0.5399965;0.44;236.71
30.6.2023;3364946705opps76;fyvuy316fx7592;;UNS;CE;EUR;608;2205;27.2.2025;Credit Cards;175.05;175.05;0.5399965;0.09;50.32
30.6.2023;6945635176hfxj76;fyvuy316fx7592;;UNS;OB;EUR;608;2205;27.2.2025;Credit Cards;811.67;332.73;0.5399965;0.18;95.65
30.6.2023;1475338685ipyj61;fyvuy316fx7592;;UNS;CE;EUR;608;2201;27.2.2025;Credit Cards;0;0;0.5399965;0;0
30.6.2023;3723035026igpg61;fyvuy316fx7592;;UNS;OB;EUR;608;2201;27.2.2025;Credit Cards;2014.8;823.45;0.5399965;0.44;236.71
30.6.2023;6129670057mkcv48;fyvuy316fx7592;;UNS;OB;BGN;275;1810;31.3.2024;Guarantee;158041.23;36279.57;0.6206517;22.2;8572.05
30.6.2023;7459487029stuj97;fyvuy316fx7592;;UNS;OB;BGN;275;1810;31.3.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;8989995445jzmh88;fyvuy316fx7592;;UNS;OB;BGN;275;906;31.3.2024;Guarantee;158041.23;36279.57;0.6206517;22.2;8572.05
30.6.2023;8705178680tohk74;fyvuy316fx7592;;UNS;OB;BGN;275;906;31.3.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;1941219973kcfz91;fyvuy316fx7592;;UNS;OB;BGN;366;404;30.6.2024;Guarantee;24101.7;5532.72;0.6206517;3.38;1449.57
30.6.2023;7970987401zzuc14;fyvuy316fx7592;;UNS;OB;BGN;366;404;30.6.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;6987496241zqeu89;fyvuy316fx7592;;UNS;OB;EUR;304;354;29.4.2024;Guarantee;206440.21;47389.92;0.6206517;28.99;11585.63
30.6.2023;3553641906lncx67;fyvuy316fx7592;;UNS;OB;EUR;304;354;29.4.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;1247743427auwm30;fyvuy316fx7592;;UNS;OB;EUR;275;314;31.3.2024;Guarantee;498.26;114.38;0.6206517;0.07;27.03
30.6.2023;9837837946giji13;fyvuy316fx7592;;UNS;OB;EUR;275;314;31.3.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;3614996573isnl68;fyvuy316fx7592;;UNS;OB;EUR;275;317;31.3.2024;Guarantee;40428.53;9280.68;0.6206517;5.68;2192.82
30.6.2023;4729908317hkus82;fyvuy316fx7592;;UNS;OB;EUR;275;317;31.3.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;2476454474tvnf69;wrvmr388eq9862;;UNS;CE;BGN;335;1465;30.5.2024;Credit Cards;0;0;0.5399965;0;0
30.6.2023;2803285799hqzw99;wrvmr388eq9862;;UNS;OB;BGN;335;1465;30.5.2024;Credit Cards;10447.43;4269.86;0.5399965;16.3;3398.85
30.6.2023;9811926682kwfi22;wrvmr388eq9862;;UNS;CE;BGN;31;739;31.7.2023;Credit Cards;687.95;687.95;0.5399965;2.63;456.38
30.6.2023;5724162087btfx20;wrvmr388eq9862;;UNS;OB;BGN;31;739;31.7.2023;Credit Cards;4498.65;1842.42;0.5399965;7.03;1222.25
30.6.2023;9106322017sagz42;wrvmr388eq9862;;UNS;OB;BGN;208;1832;24.1.2024;Guarantee;743059.03;170574.84;0.6206517;748.29;145197.84
30.6.2023;8734264010eobe43;wrvmr388eq9862;;UNS;OB;BGN;208;1832;24.1.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;4401968768dgpq33;wrvmr388eq9862;;UNS;OB;BGN;66;1091;4.9.2023;Guarantee;63106.87;14486.66;0.6206517;63.55;11300.01
30.6.2023;8184653491niqx31;wrvmr388eq9862;;UNS;OB;BGN;66;1091;4.9.2023;Guarantee;0;0;0.6206517;0;0
30.6.2023;7534140147sesf45;bpvrk914gj1029;;UNS;CE;EUR;488;2182;30.10.2024;Credit Cards;740.72;740.72;0.5399965;2.24;433.05
30.6.2023;8290945395ocql32;bpvrk914gj1029;;UNS;OB;EUR;488;2182;30.10.2024;Credit Cards;4327.1;1783.78;0.5399965;5.4;1042.85
30.6.2023;1120015915bvem64;bpvrk914gj1029;;UNS;CE;EUR;488;2182;30.10.2024;Credit Cards;0;0;0.5399965;0;0
30.6.2023;2050023098ftqy29;bpvrk914gj1029;;UNS;OB;EUR;488;2182;30.10.2024;Credit Cards;5083.8;2088.93;0.5399965;6.32;1221.25
30.6.2023;8103369451dtqe92;bpvrk914gj1029;;UNS;CE;EUR;488;2182;30.10.2024;Credit Cards;0;0;0.5399965;0;0
30.6.2023;7381026989xhuc15;bpvrk914gj1029;;UNS;OB;EUR;488;2182;30.10.2024;Credit Cards;5083.8;2088.93;0.5399965;6.32;1221.25
30.6.2023;8813311461uxrq54;bpvrk914gj1029;;UNS;CE;EUR;488;2182;30.10.2024;Credit Cards;525.11;525.11;0.5399965;1.59;307
30.6.2023;7119462062wixx69;bpvrk914gj1029;;UNS;OB;EUR;488;2182;30.10.2024;Credit Cards;4541.05;1870.06;0.5399965;5.66;1093.3
30.6.2023;3551686327swef97;bpvrk914gj1029;;UNS;CE;EUR;639;1467;30.3.2025;Credit Cards;1094.67;1094.67;0.5399965;3.31;692.83
30.6.2023;3868823634dbsk76;bpvrk914gj1029;;UNS;OB;EUR;639;1467;30.3.2025;Credit Cards;3963.24;1637.05;0.5399965;4.95;1036.11
30.6.2023;2425814869bhqp84;bpvrk914gj1029;;UNS;CE;EUR;639;1467;30.3.2025;Credit Cards;1741.08;1741.08;0.6910775;6.74;1410.26
30.6.2023;6923778603dtqi10;bpvrk914gj1029;;UNS;OB;EUR;639;1467;30.3.2025;Credit Cards;3315.61;1375.85;0.6910775;5.33;1114.42
30.6.2023;8335629623ejoo77;bpvrk914gj1029;;UNS;CE;EUR;609;732;28.2.2025;Credit Cards;1188.01;1188.01;0.5399965;3.6;740.51
30.6.2023;1227414988bwtc32;bpvrk914gj1029;;UNS;OB;EUR;609;732;28.2.2025;Credit Cards;3882.43;1593.29;0.5399965;4.82;993.13
30.6.2023;1829943100lctu86;wcimf155os5878;;UNS;CE;EUR;2800;4687;28.2.2031;Multipurpose Line;0;0;0.4920952;0;0
30.6.2023;3514830745eihj66;wcimf155os5878;;UNS;OB;EUR;2800;4687;28.2.2031;Multipurpose Line;525482.89;293166.9;0.4920952;75.03;142373.91
30.6.2023;5804965280ehjj72;wcimf155os5878;;UNS;OB;BGN;823;2554;30.9.2025;Guarantee;39392.94;9042.95;0.6206517;2.92;2088.4
30.6.2023;9984825288wudb46;wcimf155os5878;;UNS;OB;BGN;823;2554;30.9.2025;Guarantee;0;0;0.6206517;0;0
30.6.2023;5789946601qcol67;wcimf155os5878;;UNS;OB;BGN;711;1604;10.6.2025;Guarantee;116240.39;26683.87;0.6206517;8.61;5585.64
30.6.2023;5584363984mkpw92;wcimf155os5878;;UNS;OB;BGN;711;1604;10.6.2025;Guarantee;0;0;0.6206517;0;0
30.6.2023;2531076502tmcb84;wcimf155os5878;;UNS;OB;BGN;215;881;31.1.2024;Guarantee;6017.1;1381.27;0.6206517;0.45;156.91
30.6.2023;5971077040fffe68;wcimf155os5878;;UNS;OB;BGN;215;881;31.1.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;5182458861xjdp77;wcimf155os5878;;UNS;OB;BGN;215;881;31.1.2024;Guarantee;49926.82;11461.08;0.6206517;3.7;1301.94
30.6.2023;6802291357rbpx15;wcimf155os5878;;UNS;OB;BGN;215;881;31.1.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;6024313917rgud52;wcimf155os5878;;UNS;OB;BGN;245;774;1.3.2024;Guarantee;6376.78;1463.83;0.6206517;0.47;174.76
30.6.2023;9670316356evac69;wcimf155os5878;;UNS;OB;BGN;245;774;1.3.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;1675832245mtmy94;dlneo589tu3412;;UNS;CE;BGN;1;1874;1.7.2023;Corporate loan;307.95;307.95;0.8460929;260.55;111.13
30.6.2023;7329422293zbke68;dlneo589tu3412;;UNS;OB;BGN;1;1874;1.7.2023;Corporate loan;0;0;0.8460929;0;0
30.6.2023;6722590633ului99;dlneo589tu3412;;UNS;CE;BGN;3569;3653;7.4.2033;Corporate loan;66.59;66.59;0.8460929;56.34;25.77
30.6.2023;4331839652fkdt62;dlneo589tu3412;;UNS;OB;BGN;3569;3653;7.4.2033;Corporate loan;0;0;0.8460929;0;0
30.6.2023;2340993751gkoq42;sucdm190ek3067;;UNS;CE;BGN;518;1474;29.11.2024;Credit Cards;1.97;1.97;0.5399965;0.03;1.92
30.6.2023;7464105043lbhp72;sucdm190ek3067;;UNS;OB;BGN;518;1474;29.11.2024;Credit Cards;2582.86;1055.62;0.5399965;13.78;1027.51
30.6.2023;3281781485fqza74;sucdm190ek3067;;UNS;CE;BGN;518;1474;29.11.2024;Credit Cards;0.67;0.67;0.5399965;0.01;0.65
30.6.2023;6438263887zbza94;sucdm190ek3067;;UNS;OB;BGN;518;1474;29.11.2024;Credit Cards;2582.86;1061.3;0.5399965;13.85;1033.04
30.6.2023;7947978149emzt30;sucdm190ek3067;;UNS;CE;BGN;550;743;31.12.2024;Credit Cards;736.49;736.49;0.5399965;9.61;724.24
30.6.2023;6321107474xnml62;sucdm190ek3067;;UNS;OB;BGN;550;743;31.12.2024;Credit Cards;1825.05;750;0.5399965;9.79;737.53
30.6.2023;9602447652osnb84;hdrms515kd9190;;UNS;CE;BGN;61;365;30.8.2023;Overdraft;0;0;0.4920952;0;0
30.6.2023;3802868041hkly98;hdrms515kd9190;;UNS;OB;BGN;61;365;30.8.2023;Overdraft;182463.12;101796.17;0.4920952;515.1;66224
30.6.2023;5690776377ojaw75;hdrms515kd9190;;UNS;OB;EUR;412;2212;15.8.2024;Guarantee;24359.06;5591.81;0.6206517;35.69;5470.4
30.6.2023;3962191062dppg59;hdrms515kd9190;;UNS;OB;EUR;412;2212;15.8.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;4042346672vqfi13;hdrms515kd9190;;UNS;OB;EUR;777;2411;15.8.2025;Guarantee;12737.13;2923.91;0.6206517;18.66;3340.16
30.6.2023;1105516466pzmo80;hdrms515kd9190;;UNS;OB;EUR;777;2411;15.8.2025;Guarantee;0;0;0.6206517;0;0
30.6.2023;6914358544wypi27;hdrms515kd9190;;UNS;OB;EUR;777;2076;15.8.2025;Guarantee;7340.21;1685;0.6206517;10.75;1924.88
30.6.2023;8461518428drax72;hdrms515kd9190;;UNS;OB;EUR;777;2076;15.8.2025;Guarantee;0;0;0.6206517;0;0
30.6.2023;3773143144hvoq90;hdrms515kd9190;;UNS;OB;EUR;777;1824;15.8.2025;Guarantee;10297.6;2363.89;0.6206517;15.09;2700.41
30.6.2023;5159899140fril35;hdrms515kd9190;;UNS;OB;EUR;777;1824;15.8.2025;Guarantee;0;0;0.6206517;0;0
30.6.2023;2440351261qcbu18;hdrms515kd9190;;UNS;OB;EUR;777;1170;15.8.2025;Guarantee;13668.71;3137.76;0.6206517;20.03;3584.45
30.6.2023;9161282371okxp23;hdrms515kd9190;;UNS;OB;EUR;777;1170;15.8.2025;Guarantee;0;0;0.6206517;0;0
30.6.2023;9237820300wzoj97;hdrms515kd9190;;UNS;OB;EUR;1142;1429;15.8.2026;Guarantee;6318.79;1450.53;0.6206517;9.26;1895.02
30.6.2023;5857804603kyml82;hdrms515kd9190;;UNS;OB;EUR;1142;1429;15.8.2026;Guarantee;0;0;0.6206517;0;0
30.6.2023;9524019400pvvg55;hdrms515kd9190;;UNS;OB;EUR;1142;1184;15.8.2026;Guarantee;3388.25;777.8;0.6206517;4.96;1016.14
30.6.2023;9722273321dndm22;hdrms515kd9190;;UNS;OB;EUR;1142;1184;15.8.2026;Guarantee;0;0;0.6206517;0;0
30.6.2023;2579060415vnpr48;hdrms515kd9190;;UNS;OB;EUR;1142;1184;15.8.2026;Guarantee;2218.87;509.36;0.6206517;3.25;665.44
30.6.2023;6402411570rbdw59;hdrms515kd9190;;UNS;OB;EUR;1142;1184;15.8.2026;Guarantee;0;0;0.6206517;0;0
30.6.2023;5595210074tqbt40;hdrms515kd9190;;UNS;CE;BGN;925;1614;10.1.2026;Investment Loan;1494691.26;1494691.26;0.5658652;8697.1;1647412.56
30.6.2023;9507543053olyq17;hdrms515kd9190;;UNS;OB;BGN;925;1614;10.1.2026;Investment Loan;0;0;0.5658652;0;0
30.6.2023;1831947721psfh12;iffeh987nu1439;;UNS;CE;BGN;1427;1427;27.5.2027;Overdraft;294566.14;294566.14;0.4920952;1076.25;260780.19
30.6.2023;1831947721psfh12;iffeh987nu1439;pnftv954ai7264rnndfe;RRE;CE;BGN;1427;1427;27.5.2027;Overdraft;313108.04;313108.04;0;0;0
30.6.2023;8284062862jzhm10;iffeh987nu1439;;UNS;OB;BGN;1427;1427;27.5.2027;Overdraft;24962.49;18580.29;0.4920952;67.89;16449.18
30.6.2023;3407283308fdii97;gasxy693sq1668;;UNS;CE;BGN;215;734;31.1.2024;Credit Cards;372.34;372.34;0.5399965;6.01;347.36
30.6.2023;1319009717xvdb58;gasxy693sq1668;;UNS;OB;BGN;215;734;31.1.2024;Credit Cards;123.18;52.3;0.5399965;0.84;48.79
30.6.2023;1557753028kehc38;gasxy693sq1668;;UNS;CE;BGN;215;734;31.1.2024;Credit Cards;0;0;0.5399965;0;0
30.6.2023;3091235905unph83;gasxy693sq1668;;UNS;OB;BGN;215;734;31.1.2024;Credit Cards;15703.59;6418.05;0.5399965;103.58;5987.49
30.6.2023;3125022482wciy67;fuxuc723cn9544;;UNS;CE;EUR;488;1463;30.10.2024;Credit Cards;0;0;0.5399965;0;0
30.6.2023;3811770424secu86;fuxuc723cn9544;;UNS;OB;EUR;488;1463;30.10.2024;Credit Cards;1505.24;618.5;0.5399965;2.66;712.84
30.6.2023;2625552328prag76;znjdu299qu1656;;UNS;CE;BGN;488;1464;30.10.2024;Credit Cards;20.26;20.26;0.5399965;0.13;9.53
30.6.2023;6339869074yumt15;znjdu299qu1656;;UNS;OB;BGN;488;1464;30.10.2024;Credit Cards;1254.64;515.72;0.5399965;3.21;242.65
30.6.2023;1941348796hdnd83;lrwfp260zo6785;;UNS;CE;BGN;488;1461;30.10.2024;Credit Cards;170.85;170.85;0.5399965;1.37;88.1
30.6.2023;1779840355dnfc65;lrwfp260zo6785;;UNS;OB;BGN;488;1461;30.10.2024;Credit Cards;839.35;356.62;0.5399965;2.86;183.89
30.6.2023;8644724610gmfm22;bbexa922kg8528;;UNS;CE;EUR;275;366;31.3.2024;Overdraft;9193.17;9193.17;0.4920952;28.28;7711.01
30.6.2023;4318605671kenb37;bbexa922kg8528;;UNS;OB;EUR;275;366;31.3.2024;Overdraft;2650188.23;1478611.7;0.4920952;4549.14;1240223.22
30.6.2023;3499373612imaz22;bbexa922kg8528;;UNS;CE;BGN;275;366;31.3.2024;Overdraft;2349666.19;2349666.19;0.4920952;7229.05;1970842.35
30.6.2023;7223905889aigj59;bbexa922kg8528;;UNS;OB;BGN;275;366;31.3.2024;Overdraft;1898307.08;1077156.31;0.4920952;3314.01;903492.29
30.6.2023;2873865377tpai34;bbexa922kg8528;;UNS;CE;EUR;427;2173;30.8.2024;Credit Cards;0;0;0.5399965;0;0
30.6.2023;9274145930vtvm17;bbexa922kg8528;;UNS;OB;EUR;427;2173;30.8.2024;Credit Cards;996.98;407.47;0.5399965;1.38;408.9
30.6.2023;7556549361uxuu49;bbexa922kg8528;;UNS;CE;EUR;518;2193;29.11.2024;Credit Cards;978.87;978.87;0.5399965;3.3;1030.99
30.6.2023;9216788501bcpi44;bbexa922kg8528;;UNS;OB;EUR;518;2193;29.11.2024;Credit Cards;1021.41;422.81;0.5399965;1.43;445.32
30.6.2023;6628945596xost50;bbexa922kg8528;;UNS;CE;EUR;518;2193;29.11.2024;Credit Cards;87.04;87.04;0.5399965;0.29;91.67
30.6.2023;4942470106uryc48;bbexa922kg8528;;UNS;OB;EUR;518;2193;29.11.2024;Credit Cards;4987.37;2038.86;0.5399965;6.88;2147.41
30.6.2023;4278232326jnjb77;bbexa922kg8528;;UNS;CE;EUR;608;2198;27.2.2025;Credit Cards;3523.1;3523.1;0.6910775;15.22;4970.65
30.6.2023;9667751899ensk95;bbexa922kg8528;;UNS;OB;EUR;608;2198;27.2.2025;Credit Cards;1565.98;659.01;0.6910775;2.85;929.78
30.6.2023;5021293873vhgs32;bbexa922kg8528;;UNS;CE;EUR;608;2192;27.2.2025;Credit Cards;1510.23;1510.23;0.5399965;5.1;1664.93
30.6.2023;4182156835mydg76;bbexa922kg8528;;UNS;OB;EUR;608;2192;27.2.2025;Credit Cards;3547.45;1458.2;0.5399965;4.92;1607.57
30.6.2023;5870217915jljq60;bbexa922kg8528;;UNS;CE;EUR;608;2177;27.2.2025;Credit Cards;28.4;28.4;0.5399965;0.1;31.31
30.6.2023;1274607738murz22;bbexa922kg8528;;UNS;OB;EUR;608;2177;27.2.2025;Credit Cards;1471.04;601.4;0.5399965;2.03;663
30.6.2023;9718587054yxss48;bbexa922kg8528;;UNS;CE;EUR;92;1454;30.9.2023;Credit Cards;303.74;303.74;0.5399965;1.03;249.19
30.6.2023;1698745217jvzo52;bbexa922kg8528;;UNS;OB;EUR;92;1454;30.9.2023;Credit Cards;1697.61;695.54;0.5399965;2.35;570.62
30.6.2023;5587629632sppy34;bbexa922kg8528;;UNS;CE;BGN;153;1442;30.11.2023;Credit Cards;14.88;14.88;0.5399965;0.05;12.7
30.6.2023;3525617601iwab40;bbexa922kg8528;;UNS;OB;BGN;153;1442;30.11.2023;Credit Cards;1000.73;409.1;0.5399965;1.38;349.27
30.6.2023;2551972631skfg66;bbexa922kg8528;;UNS;CE;EUR;215;1465;31.1.2024;Credit Cards;0;0;0.5399965;0;0
30.6.2023;6001895153qfwm57;bbexa922kg8528;;UNS;OB;EUR;215;1465;31.1.2024;Credit Cards;1505.24;615.19;0.5399965;2.08;546.06
30.6.2023;2308535519mgxq52;bbexa922kg8528;;UNS;CE;EUR;427;1480;30.8.2024;Credit Cards;0;0;0.5399965;0;0
30.6.2023;7261067855vqua60;bbexa922kg8528;;UNS;OB;EUR;427;1480;30.8.2024;Credit Cards;996.98;407.47;0.5399965;1.38;408.9
30.6.2023;5888904846yzsv18;bbexa922kg8528;;UNS;CE;EUR;580;1473;30.1.2025;Credit Cards;0;0;0.5399965;0;0
30.6.2023;8612508217mncm77;bbexa922kg8528;;UNS;OB;EUR;580;1473;30.1.2025;Credit Cards;3036.16;1240.88;0.5399965;4.19;1349
30.6.2023;5007046597bvev94;bbexa922kg8528;;UNS;CE;BGN;608;1466;27.2.2025;Credit Cards;627.79;627.79;0.5399965;2.12;692.1
30.6.2023;5919055591qxqf57;bbexa922kg8528;;UNS;OB;BGN;608;1466;27.2.2025;Credit Cards;384.07;160.35;0.5399965;0.54;176.78
30.6.2023;5287409192cipe21;bbexa922kg8528;;UNS;CE;EUR;608;1462;27.2.2025;Credit Cards;96.01;96.01;0.5399965;0.32;105.84
30.6.2023;9466938522kftg98;bbexa922kg8528;;UNS;OB;EUR;608;1462;27.2.2025;Credit Cards;1909.56;781;0.5399965;2.64;861
30.6.2023;3768850849nlxg48;bbexa922kg8528;;UNS;CE;EUR;123;698;31.10.2023;Credit Cards;0;0;0.5399965;0;0
30.6.2023;5527574196emrq52;bbexa922kg8528;;UNS;OB;EUR;123;698;31.10.2023;Credit Cards;996.98;407.47;0.5399965;1.38;341.19
30.6.2023;4006859208ryzq72;bbexa922kg8528;;UNS;CE;EUR;305;715;30.4.2024;Credit Cards;60.52;60.52;0.5399965;0.2;56.7
30.6.2023;2374902672qnsj95;bbexa922kg8528;;UNS;OB;EUR;305;715;30.4.2024;Credit Cards;937.3;383.4;0.5399965;1.29;359.18
30.6.2023;4723998348ialj27;bbexa922kg8528;;UNS;CE;BGN;305;715;30.4.2024;Credit Cards;328.61;328.61;0.5399965;1.11;307.85
30.6.2023;6382437640qbzo59;bbexa922kg8528;;UNS;OB;BGN;305;715;30.4.2024;Credit Cards;168.48;70.6;0.5399965;0.24;66.14
30.6.2023;4750343820ldev29;bbexa922kg8528;;UNS;CE;BGN;305;719;30.4.2024;Credit Cards;1012;1012;0.5399965;3.42;948.06
30.6.2023;8199875620fwnk32;bbexa922kg8528;;UNS;OB;BGN;305;719;30.4.2024;Credit Cards;11.18;8.75;0.5399965;0.03;8.2
30.6.2023;5121548802wgdt50;bbexa922kg8528;;UNS;CE;BGN;336;715;31.5.2024;Credit Cards;43.89;43.89;0.5399965;0.15;41.86
30.6.2023;8990364350qhxy35;bbexa922kg8528;;UNS;OB;BGN;336;715;31.5.2024;Credit Cards;969.16;396.37;0.5399965;1.34;378.04
30.6.2023;2462785818mczb97;bbexa922kg8528;;UNS;CE;EUR;336;715;31.5.2024;Credit Cards;440.26;440.26;0.5399965;1.49;419.9
30.6.2023;8068617638cqtf27;bbexa922kg8528;;UNS;OB;EUR;336;715;31.5.2024;Credit Cards;2578.88;1056.48;0.5399965;3.57;1007.63
30.6.2023;6854510809kqir41;bbexa922kg8528;;UNS;CE;EUR;336;715;31.5.2024;Credit Cards;1081.68;1081.68;0.5399965;3.65;1031.67
30.6.2023;8757130654aawy52;bbexa922kg8528;;UNS;OB;EUR;336;715;31.5.2024;Credit Cards;922.8;383.02;0.5399965;1.29;365.31
30.6.2023;6501115638lahf96;bbexa922kg8528;;UNS;CE;EUR;336;669;31.5.2024;Credit Cards;52.56;52.56;0.5399965;0.18;50.13
30.6.2023;7615670255rqra70;bbexa922kg8528;;UNS;OB;EUR;336;669;31.5.2024;Credit Cards;937.75;383.58;0.5399965;1.3;365.84
30.6.2023;8054035095olaj54;bbexa922kg8528;;UNS;CE;EUR;458;725;30.9.2024;Credit Cards;0;0;0.5399965;0;0
30.6.2023;5561392698ljgn64;bbexa922kg8528;;UNS;OB;EUR;458;725;30.9.2024;Credit Cards;3649.93;1491.73;0.5399965;5.04;1522.23
30.6.2023;3628972593lfjz89;bbexa922kg8528;;UNS;CE;EUR;609;743;28.2.2025;Credit Cards;329.06;329.06;0.5399965;1.11;362.95
30.6.2023;8745990111kevo15;bbexa922kg8528;;UNS;OB;EUR;609;743;28.2.2025;Credit Cards;1161.58;476.59;0.5399965;1.61;525.67
30.6.2023;4953713077qkip49;bbexa922kg8528;;UNS;CE;EUR;609;739;28.2.2025;Credit Cards;33.62;33.62;0.5399965;0.11;37.08
30.6.2023;2233827219fkbk88;bbexa922kg8528;;UNS;OB;EUR;609;739;28.2.2025;Credit Cards;1975.1;807.44;0.5399965;2.73;890.59
30.6.2023;8008276070hpax69;bbexa922kg8528;;UNS;CE;EUR;609;725;28.2.2025;Credit Cards;732.17;732.17;0.5399965;2.47;807.57
30.6.2023;6228896323whxs49;bbexa922kg8528;;UNS;OB;EUR;609;725;28.2.2025;Credit Cards;759.87;314.57;0.5399965;1.06;346.96
30.6.2023;8056429237hpex42;bbexa922kg8528;;UNS;OB;BGN;275;2236;31.3.2024;Guarantee;7990.78;1834.34;0.6206517;7.12;1940.55
30.6.2023;4979313169shfl79;bbexa922kg8528;;UNS;OB;BGN;275;2236;31.3.2024;Guarantee;0;0;0.6206517;0;0
30.6.2023;6052828672qudv44;bbexa922kg8528;;UNS;OB;BGN;123;285;31.10.2023;Guarantee;1385.56;318.06;0.6206517;1.23;306.1
30.6.2023;4605832656jcok53;bbexa922kg8528;;UNS;OB;BGN;123;285;31.10.2023;Guarantee;0;0;0.6206517;0;0
30.6.2023;6164740352cppc53;bbexa922kg8528;;UNS;OB;BGN;123;285;31.10.2023;Guarantee;1831.41;420.41;0.6206517;1.63;404.61
30.6.2023;3947625233fija61;bbexa922kg8528;;UNS;OB;BGN;123;285;31.10.2023;Guarantee;0;0;0.6206517;0;0
30.6.2023;8392059540fqjv54;bbexa922kg8528;;UNS;OB;EUR;123;2154;31.10.2023;Guarantee;18368.15;4216.55;0.6206517;16.36;4058.05
30.6.2023;3049638733nylu22;bbexa922kg8528;;UNS;OB;EUR;123;2154;31.10.2023;Guarantee;0;0;0.6206517;0;0
30.6.2023;9081763164ypfa28;bbexa922kg8528;;UNS;OB;EUR;123;2148;31.10.2023;Guarantee;6724.53;1543.67;0.6206517;5.99;1485.64
30.6.2023;4408232870yuhm35;bbexa922kg8528;;UNS;OB;EUR;123;2148;31.10.2023;Guarantee;0;0;0.6206517;0;0
30.6.2023;4987744681zief97;bbexa922kg8528;;UNS;OB;EUR;31;2050;31.7.2023;Guarantee;9927.76;2278.99;0.6206517;8.84;2061.61
30.6.2023;8255988483fewa76;bbexa922kg8528;;UNS;OB;EUR;31;2050;31.7.2023;Guarantee;0;0;0.6206517;0;0
30.6.2023;1830665548hobx47;bbexa922kg8528;;UNS;OB;EUR;24;1959;24.7.2023;Guarantee;12887.41;2958.41;0.6206517;11.48;2663.21
30.6.2023;6546409762owit99;bbexa922kg8528;;UNS;OB;EUR;24;1959;24.7.2023;Guarantee;0;0;0.6206517;0;0
